Data,H,|I|,Out-Acc,In-Acc,Sol-Time,Gap,ObjVal,# CB,User Cuts,Cuts/CB,CB-Time,INT-CB-Time,FRAC-CB-Time,CB-Eps,Model,Time Limit,Rand. State,% Fixed,Calibration,CC,Single Feature Use,Level Tree,Max Features,Super Feature
soybean-small_enc,5,23,0.7916666666666666,0.782608695652174,1.176941156387329,0.0,18.0,0,0,0,0,0,0,0,AGHA,3600,15,0,False,False,False,None,2,False
soybean-small_enc,5,23,0.8333333333333334,1.0,0.3171350955963135,0.0,23.0,0,0,0,0,0,0,0,AGHA,3600,15,0,False,False,False,None,3,False
soybean-small_enc,5,23,1.0,1.0,0.28125905990600586,0.0,23.0,0,0,0,0,0,0,0,AGHA,3600,15,0,False,False,False,None,4,False
soybean-small_enc,5,23,0.9583333333333334,1.0,0.44739603996276855,0.0,23.0,0,0,0,0,0,0,0,AGHA,3600,15,0,False,False,False,None,5,False
soybean-small_enc,5,23,0.8333333333333334,1.0,0.1787738800048828,0.0,23.0,0,0,0,0,0,0,0,AGHA,3600,15,0,False,False,False,None,6,False
soybean-small_enc,5,23,1.0,1.0,0.18897795677185059,0.0,23.0,0,0,0,0,0,0,0,AGHA,3600,15,0,False,False,False,None,7,False
soybean-small_enc,5,23,0.9583333333333334,1.0,0.1292870044708252,0.0,23.0,0,0,0,0,0,0,0,AGHA,3600,15,0,False,False,False,None,8,False
soybean-small_enc,5,23,0.875,1.0,0.1432969570159912,0.0,23.0,0,0,0,0,0,0,0,AGHA,3600,15,0,False,False,False,None,9,False
soybean-small_enc,5,23,0.6666666666666666,1.0,0.1359241008758545,0.0,23.0,0,0,0,0,0,0,0,AGHA,3600,15,0,False,False,False,None,10,False
soybean-small_enc,5,23,0.625,1.0,0.14124011993408203,0.0,23.0,0,0,0,0,0,0,0,AGHA,3600,15,0,False,False,False,None,11,False
